codigo_ibge,municipio,uf,area_municipal_equal_area_km2,area_cerrado_km2,area_caatinga_km2,area_outros_biomas_km2,percentual_cerrado,percentual_caatinga
3136959,Juvenília,MG,1064.684291,0.000000,1064.684291,0,0.000000,100.000000
3137007,Ladainha,MG,866.289565,0.000000,0.000000,866.289565,0.000000,0.000000
3137304,Lagoa dos Patos,MG,600.546773,600.546773,0.000000,0.000000,100.000000,0.000000
3138104,Lassance,MG,3204.216859,3204.216859,0.000000,0.000000,100.000000,0.000000
3138351,Leme do Prado,MG,280.036123,280.036123,0.000000,0.000000,100.000000,0.000000
3138658,Lontra,MG,258.924798,140.919964,118.004834,0.000000,54.425055,45.574945
3138682,Luislândia,MG,411.714354,411.714354,0.000000,0.000000,100.000000,0.000000
3138906,Machacalis,MG,332.377882,0.000000,0.000000,332.377882,0.000000,0.000000
3139201,Malacacheta,MG,727.885771,0.000000,0.000000,727.885771,0.000000,0.000000
3139250,Mamonas,MG,284.365300,0.000000,284.365300,0.000000,0.000000,100.000000
3139300,Manga,MG,1950.189192,37.162960,1913.026233,0.000000,1.905608,98.094392
3139607,Mantena,MG,685.207834,0.000000,0.000000,685.207834,0.000000,0.000000
3140100,Marilac,MG,158.809072,0.000000,0.000000,158.809072,0.000000,0.000000
3140555,Mata Verde,MG,227.538924,0.000000,0.000000,227.538924,0.000000,0.000000
3140605,Materlândia,MG,280.530487,0.000000,0.000000,280.530487,0.000000,0.000000
3140852,Matias Cardoso,MG,1940.590050,0.000000,1940.590050,0.000000,0.000000,100.000000
3141009,Mato Verde,MG,472.245302,94.709180,377.536122,0.000000,20.055081,79.944919
3141405,Medina,MG,1435.903424,0.000000,0.000000,1435.903424,0.000000,0.000000
3141504,Mendes Pimentel,MG,305.507474,0.000000,0.000000,305.507474,0.000000,0.000000
3141801,Minas Novas,MG,1812.398034,1463.490797,0.000000,348.907237,80.748863,0.000000
3142007,Mirabela,MG,723.276874,677.106538,46.170226,0.000110,93.616506,6.383479
3142254,Miravânia,MG,602.128227,439.817835,162.310392,0,73.043883,26.956117
3142700,Montalvânia,MG,1503.757152,767.105007,736.652145,0.000000,51.012559,48.987441
3142908,Monte Azul,MG,1001.296462,93.948736,907.347726,0,9.382709,90.617291
3143153,Monte Formoso,MG,385.552789,0.000000,0.000000,385.552789,0.000000,0.000000
3143302,Montes Claros,MG,3589.813514,3000.457834,589.355259,0.000422,83.582554,16.417434
3143450,Montezuma,MG,1130.419259,1128.115565,2.303693,0.000001,99.796209,0.203791
3144003,Mutum,MG,1250.823544,0.000000,0.000000,1250.823544,0.000000,0.000000
3144201,Nacip Raydan,MG,233.493030,0.000000,0.000000,233.493030,0.000000,0.000000
3144300,Nanuque,MG,1518.165433,0.000000,0.000000,1518.165433,0.000000,0.000000
3144359,Naque,MG,127.172980,0.000000,0.000000,127.172980,0.000000,0.000000
3144375,Natalândia,MG,468.659595,468.659595,0.000000,0.000000,100.000000,0.000000
3144656,Ninheira,MG,1108.282233,22.972610,0.000000,1085.309624,2.072812,0.000000
3144672,Nova Belém,MG,146.776917,0.000000,0.000000,146.776917,0.000000,0.000000
3144904,Nova Módica,MG,375.972663,0.000000,0.000000,375.972663,0.000000,0.000000
3145059,Nova Porteirinha,MG,120.943489,0.000000,120.943489,0,0.000000,100.000000
3145307,Novo Cruzeiro,MG,1702.981308,0.017771,0.000000,1702.963537,0.001044,0.000000
3145356,Novo Oriente de Minas,MG,755.150978,0.000000,0.000000,755.150978,0.000000,0.000000
3145372,Novorizonte,MG,271.610161,211.656162,0.000000,59.953999,77.926452,0.000000
3145455,Olhos-d'Água,MG,2092.077842,2092.077842,0.000000,0.000000,100.000000,0.000000
3146206,Ouro Verde de Minas,MG,175.482116,0.000000,0.000000,175.482116,0.000000,0.000000
3146255,Padre Carvalho,MG,446.274794,446.274794,0.000000,0.000000,100.000000,0.000000
3146305,Padre Paraíso,MG,544.375377,0.000000,0.000000,544.375377,0.000000,0.000000
3146552,Pai Pedro,MG,839.804983,0.000000,839.804983,0.000000,0.000000,100.000000
3146750,Palmópolis,MG,433.153907,0.000000,0.000000,433.153907,0.000000,0.000000
3147956,Patis,MG,444.194726,169.966322,274.228936,0,38.263922,61.736198
3148400,Paulistas,MG,220.564287,0.000000,0.000000,220.564287,0.000000,0.000000
3148509,Pavão,MG,601.190488,0.000000,0.000000,601.190488,0.000000,0.000000
3148608,Peçanha,MG,996.645973,0.000000,0.000000,996.645973,0.000000,0.000000
3148707,Pedra Azul,MG,1594.651085,0.000000,0.000000,1594.651085,0.000000,0.000000
3149150,Pedras de Maria da Cruz,MG,1525.648444,6.629997,1519.018447,0,0.434569,99.565431
3149952,Periquito,MG,228.907488,0.000000,0.000000,228.907488,0.000000,0.000000
3150000,Pescador,MG,317.462524,0.000000,0.000000,317.462524,0.000000,0.000000
3150158,Piedade de Caratinga,MG,109.344631,0.000000,0.000000,109.344631,0.000000,0.000000
3150570,Pintópolis,MG,1228.735910,1212.288800,16.447110,0,98.661461,1.338539
3151206,Pirapora,MG,549.514295,549.514295,0.000000,0,100.000000,0.000000
3152131,Ponto Chique,MG,602.798654,602.798654,0.000000,0,100.000000,0.000000
3152170,Ponto dos Volantes,MG,1212.413395,0.000000,0.000000,1212.413395,0.000000,0.000000
3152204,Porteirinha,MG,1749.683289,186.840111,1562.843177,0.000000,10.678510,89.321490
3152402,Poté,MG,625.111099,0.000000,0.000000,625.111099,0.000000,0.000000
3154309,Resplendor,MG,1081.795723,0.000000,0.000000,1081.795723,0.000000,0.000000
3154457,Riachinho,MG,1719.265576,1719.265576,0.000000,0,100.000000,0.000000
3154507,Riacho dos Machados,MG,1315.539704,959.658698,355.881005,0,72.947908,27.052092
3155108,Rio do Prado,MG,479.815012,0.000000,0.000000,479.815012,0.000000,0.000000
3155603,Rio Pardo de Minas,MG,3117.674920,3117.674920,0.000000,0,100.000000,0.000000
3156007,Rio Vermelho,MG,986.561334,87.013121,0.000000,899.548213,8.819839,0.000000
3156502,Rubelita,MG,1110.294544,197.044425,0.000000,913.250119,17.747041,0.000000
3156601,Rubim,MG,965.173954,0.000000,0.000000,965.173954,0.000000,0.000000
3156809,Sabinópolis,MG,919.810786,0.000000,0.000000,919.810786,0.000000,0.000000
3157005,Salinas,MG,1862.116991,146.571579,0.000000,1715.545412,7.871234,0.000000
3157104,Salto da Divisa,MG,938.008153,0.000000,0.000000,938.008153,0.000000,0.000000
3157252,Santa Bárbara do Leste,MG,107.402169,0.000000,0.000000,107.402169,0.000000,0.000000
3157377,Santa Cruz de Salinas,MG,589.607298,72.056287,0.000000,517.551011,12.221064,0.000000
3157500,Santa Efigênia de Minas,MG,131.965368,0.000000,0.000000,131.965368,0.000000,0.000000
3157609,Santa Fé de Minas,MG,2917.448495,2917.448495,0.000000,0.000000,100.000000,0.000000
3157658,Santa Helena de Minas,MG,276.432556,0.000000,0.000000,276.432556,0.000000,0.000000
3158102,Santa Maria do Salto,MG,440.604998,0.000000,0.000000,440.604998,0.000000,0.000000
3158201,Santa Maria do Suaçuí,MG,624.047444,0.000000,0.000000,624.047444,0.000000,0.000000
3159357,Santa Rita de Minas,MG,68.152752,0.000000,0.000000,68.152752,0.000000,0.000000
3159506,Santa Rita do Itueto,MG,485.081425,0.000000,0.000000,485.081425,0.000000,0.000000
3160207,Santo Antônio do Itambé,MG,305.736734,19.679325,0.000000,286.057409,6.436690,0.000000
3160306,Santo Antônio do Jacinto,MG,503.706470,0.000000,0.000000,503.706470,0.000000,0.000000
3160454,Santo Antônio do Retiro,MG,796.290028,796.290028,0.000000,0,100.000000,0.000000
3160959,São Domingos das Dores,MG,60.865378,0.000000,0.000000,60.865378,0.000000,0.000000
3161056,São Félix de Minas,MG,162.560055,0.000000,0.000000,162.560055,0.000000,0.000000
3161106,São Francisco,MG,3308.099938,1970.220313,1337.879625,0.000000,59.557460,40.442540
3161601,São Geraldo da Piedade,MG,152.335891,0.000000,0.000000,152.335891,0.000000,0.000000
3161650,São Geraldo do Baixio,MG,280.954472,0.000000,0.000000,280.954472,0.000000,0.000000
3162252,São João da Lagoa,MG,998.014645,998.014645,0.000000,0.000000,100.000000,0.000000
3162401,São João da Ponte,MG,1851.102119,216.095064,1635.007055,0,11.673860,88.326140
3162450,São João das Missões,MG,678.273636,270.233342,408.040294,0,39.841345,60.158655
3162575,São João do Manteninha,MG,137.926632,0.000000,0.000000,137.926632,0.000000,0.000000
3162658,São João do Pacuí,MG,415.921719,415.921719,0.000000,0.000000,100.000000,0.000000
3162708,São João do Paraíso,MG,1925.575444,827.289038,11.527740,1086.758666,42.963211,0.598665
3162807,São João Evangelista,MG,478.183156,0.000000,0.000000,478.183156,0.000000,0.000000
3163003,São José da Safira,MG,213.880811,0.000000,0.000000,213.880811,0.000000,0.000000
3163300,São José do Divino,MG,328.703874,0.000000,0.000000,328.703874,0.000000,0.000000
3163508,São José do Jacuri,MG,345.145736,0.000000,0.000000,345.145736,0.000000,0.000000
3164100,São Pedro do Suaçuí,MG,308.105856,0.000000,0.000000,308.105856,0.000000,0.000000
3164209,São Romão,MG,2434.003996,2434.003996,0.000000,0,100.000000,0.000000
3164472,São Sebastião do Anta,MG,80.617688,0.000000,0.000000,80.617688,0.000000,0.000000
3164506,São Sebastião do Maranhão,MG,517.829724,0.000000,0.000000,517.829724,0.000000,0.000000
3165503,Sardoá,MG,141.903728,0.000000,0.000000,141.903728,0.000000,0.000000
3165552,Setubinha,MG,534.655072,49.400674,0.000000,485.254398,9.239728,0.000000
3165909,Senador Modestino Gonçalves,MG,952.068042,893.775237,0.000000,58.292805,93.877244,0.000000
3166105,Senhora do Porto,MG,381.328023,0.000000,0.000000,381.328023,0.000000,0.000000
3166501,Serra Azul de Minas,MG,218.594720,21.559000,0.000000,197.035720,9.862544,0.000000
3166709,Serra dos Aimorés,MG,213.573068,0.000000,0.000000,213.573068,0.000000,0.000000
3166956,Serranópolis de Minas,MG,551.954074,257.214489,294.739585,0,46.600705,53.399295
3167103,Serro,MG,1217.813220,478.981658,0.000000,738.831562,39.331291,0.000000
3167707,Sobrália,MG,206.786563,0.000000,0.000000,206.786563,0.000000,0.000000
3168002,Taiobeiras,MG,1220.045515,1003.676680,0.000000,216.368835,82.265511,0.000000
3168051,Taparuba,MG,193.081610,0.000000,0.000000,193.081610,0.000000,0.000000
3168408,Tarumirim,MG,731.753283,0.000000,0.000000,731.753283,0.000000,0.000000
3168606,Teófilo Otoni,MG,3242.269555,0.000000,0.000000,3242.269555,0.000000,0.000000
3169505,Tumiritinga,MG,500.072700,0.000000,0.000000,500.072700,0.000000,0.000000
3169703,Turmalina,MG,1153.110671,1153.110671,0.000000,0.000000,100.000000,0.000000
3170008,Ubaí,MG,820.524123,820.524123,0.000000,0.000000,100.000000,0.000000
3170057,Ubaporanga,MG,189.045140,0.000000,0.000000,189.045140,0.000000,0.000000
3170305,Umburatiba,MG,405.834227,0.000000,0.000000,405.834227,0.000000,0.000000
3170479,Uruana de Minas,MG,598.220973,598.220973,0.000000,0,100.000000,0.000000
3170529,Urucuia,MG,2076.942275,2076.942275,0.000000,0,100.000000,0.000000
3170651,Vargem Grande do Rio Pardo,MG,491.512399,491.512399,0.000000,0,100.000000,0.000000
3170800,Várzea da Palma,MG,2220.278809,2220.278809,0.000000,0.000000,100.000000,0.000000
3170909,Varzelândia,MG,814.994155,21.129323,793.864832,0,2.592574,97.407426
3171030,Verdelândia,MG,1570.566634,0.000000,1570.566634,0.000000,0.000000,100.000000
3171071,Veredinha,MG,631.691501,631.691501,0.000000,0.000000,100.000000,0.000000
3171501,Mathias Lobato,MG,172.294077,0.000000,0.000000,172.294077,0.000000,0.000000
3171600,Virgem da Lapa,MG,868.914243,697.051422,0.000000,171.862821,80.220969,0.000000
3171808,Virginópolis,MG,439.878056,0.000000,0.000000,439.878056,0.000000,0.000000
3171907,Virgolândia,MG,281.022379,0.000000,0.000000,281.022379,0.000000,0.000000
